customer_id,name,age,email,signup_date,order_amount,country,order_start,order_end
248,Ahmed Hassan,45.0,,2023-07-29,12000.0,Saudi Arabia,2023-08-28,2023-09-01
249,Mohamed Sami,25.0,mohamed.sami249@example.com,2023-10-24,569.41,Saudi Arabia,2023-10-27,2023-10-28
250,Yara Nasser,25.0,yara.nasser250@example.com,2023-06-29,343.87,UAE,2023-07-11,2023-07-20
251,Nour Adel,67.0,nour.adel251@example.com,2023-03-15,380.26,Jordan,2023-04-11,2023-04-12
252,Khaled Hassan,53.0,khaled.hassan252@example.com,2024-04-15,299.32,Egypt,2024-05-12,2024-05-18
253,Dina Nasser,44.0,dina.nasser253@example.com,2024-08-10,551.26,Jordan,2024-09-01,2024-09-08
254,Omar Ali,50.0,omar.ali254@example.com,2024-02-19,781.43,Egypt,2024-03-20,2024-03-26
255,Mohamed Kamal,37.0,mohamed.kamal255@example.com,2024-01-06,272.81,Egypt,2024-01-19,2024-01-21
256,Nour Nasser,30.0,nour.nasser256@example.com,2024-08-26,601.95,Jordan,2024-09-11,2024-09-13
257,Khaled Sami,63.0,,2023-12-14,752.7,UAE,2023-12-24,2023-12-27
258,Sara Ali,42.0,sara.ali258@example.com,2024-06-27,240.45,Qatar,2024-07-03,2024-07-09
259,Mona Ibrahim,19.0,mona.ibrahim259@example.com,2023-08-30,315.24,Egypt,2023-09-03,2023-09-08
260,Nour Ibrahim,50.0,nour.ibrahim260@example.com,2024-09-08,528.44,UAE,2024-10-02,2024-10-04
261,Mohamed Kamal,18.0,mohamed.kamal261@example.com,2024-04-20,551.09,Qatar,2024-05-14,2024-05-24
262,Yara Adel,28.0,yara.adel262@example.com,2024-10-04,497.93,Saudi Arabia,2024-10-08,2024-10-16
263,Sara Kamal,38.0,sara.kamal263@example.com,2024-03-28,407.63,Saudi Arabia,2024-04-22,2024-04-27
264,Dina Hassan,44.0,dina.hassan264@example.com,2023-12-27,715.43,Qatar,2023-12-29,2024-01-03
265,Yara Kamal,66.0,yara.kamal265@example.com,2023-02-08,482.82,Egypt,2023-02-19,2023-02-24
266,Sara Ali,52.0,sara.ali266@example.com,2024-09-21,685.67,Qatar,2024-10-07,2024-10-14
267,Yara Hassan,18.0,yara.hassan267@example.com,2024-04-05,551.37,Qatar,2024-04-25,2024-04-29
268,Mona Kamal,22.0,mona.kamal268@example.com,2024-05-28,786.73,UAE,2024-06-27,2024-06-28
269,Yara Ali,55.0,yara.ali269@example.com,2023-12-18,524.96,Egypt,2024-01-03,2024-01-06
270,Ahmed Fathy,54.0,ahmed.fathy270@example.com,2024-03-24,621.13,Jordan,2024-04-09,2024-04-18
271,Dina Ibrahim,27.0,dina.ibrahim271@example.com,2024-01-08,432.49,,2024-02-06,2024-02-11
272,Khaled Nasser,31.0,khaled.nasser272@example.com,2023-12-13,593.43,Qatar,2023-12-14,2023-12-20
273,Sara Adel,26.0,sara.adel273@example.com,2023-04-07,294.71,Qatar,2023-04-28,2023-05-05
274,Omar Sami,66.0,omar.sami274@example.com,2024-11-03,580.32,Qatar,2024-11-30,2024-12-03
275,Mona Ali,57.0,mona.ali275@example.com,2024-08-19,269.88,UAE,2024-09-17,2024-09-23
276,Omar Nasser,25.0,,2023-05-13,691.65,Qatar,2023-06-04,2023-06-01
277,Omar Nasser,56.0,omar.nasser277@example.com,2024-10-20,536.35,Saudi Arabia,2024-11-15,2024-11-18
278,Tarek Ali,20.0,tarek.ali278@example.com,2024-10-23,807.11,Jordan,2024-11-08,2024-11-14
279,Ahmed Adel,67.0,ahmed.adel279@example.com,2023-11-13,525.5,UAE,2023-12-13,2023-12-17
280,Mona Kamal,22.0,mona.kamal280@example.com,2023-07-16,672.99,UAE,2023-07-20,2023-07-23
281,Sara Sami,47.0,sara.sami281@example.com,2023-04-14,462.66,Qatar,2023-05-08,2023-05-17
282,Tarek Hassan,65.0,tarek.hassan282@example.com,2024-11-08,645.74,Saudi Arabia,2024-12-06,2024-12-16
283,Mohamed Nasser,,mohamed.nasser283@example.com,2023-06-07,709.52,UAE,2023-06-12,2023-06-22
284,Mohamed Kamal,31.0,mohamed.kamal284@example.com,2023-02-14,441.51,Jordan,2023-02-25,2023-03-01
285,Yara Sami,19.0,yara.sami285@example.com,2024-04-04,530.47,UAE,2024-04-21,2024-04-25
286,Omar Kamal,67.0,omar.kamal286@example.com,2023-07-18,507.44,Saudi Arabia,2023-08-08,2023-08-18
287,Yara Kamal,51.0,yara.kamal287@example.com,2023-10-16,623.5,Jordan,2023-11-01,2023-11-10
288,Khaled Ibrahim,68.0,khaled.ibrahim288@example.com,2023-07-24,807.87,Qatar,2023-07-28,2023-08-02
289,Ahmed Kamal,51.0,ahmed.kamal289@example.com,2024-01-16,530.02,Qatar,2024-02-14,2024-02-16
290,Tarek Ali,41.0,tarek.ali290@example.com,2023-10-19,174.37,Egypt,2023-11-12,2023-11-15
291,Omar Kamal,32.0,omar.kamal291@example.com,2024-06-09,744.29,UAE,2024-07-05,2024-07-12
292,Sara Fathy,68.0,sara.fathy292@example.com,2024-04-06,292.98,Saudi Arabia,2024-05-05,2024-05-06
293,Khaled Hassan,34.0,khaled.hassan293@example.com,2024-02-10,497.79,Qatar,2024-02-21,2024-02-25
294,Khaled Ali,37.0,khaled.ali294@example.com,2024-01-19,619.46,UAE,2024-01-19,2024-01-25
295,Sara Adel,41.0,sara.adel295@example.com,2023-05-30,519.21,UAE,2023-05-31,2023-06-05
296,Yara Ibrahim,19.0,yara.ibrahim296@example.com,2024-04-25,427.8,Jordan,2024-05-14,2024-05-15
297,Sara Hassan,30.0,sara.hassan297@example.com,2023-09-20,556.34,UAE,2023-10-16,2023-10-19
298,Tarek Nasser,28.0,tarek.nasser298@example.com,2023-04-24,294.26,Saudi Arabia,2023-05-01,2023-05-06
299,Sara Hassan,68.0,sara.hassan299@example.com,2023-09-02,9999.0,Jordan,2023-09-22,2023-10-02
95,Yara Ali,33.0,yara.ali300@example.com,2023-04-24,804.82,Jordan,2023-05-13,2023-05-22
301,Ahmed Fathy,48.0,ahmed.fathy301@example.com,2023-05-28,741.77,Saudi Arabia,2023-06-10,2023-06-11
302,Dina Adel,21.0,dina.adel302@example.com,2023-09-04,378.06,Qatar,2023-09-17,2023-09-14
303,Sara Adel,57.0,sara.adel303@example.com,2023-03-11,387.13,Qatar,2023-03-28,2023-04-06
304,Tarek Hassan,49.0,tarek.hassan304@example.com,2024-02-04,751.06,Jordan,2024-02-05,2024-02-12
305,Mona Sami,20.0,mona.sami305@example.com,2023-01-17,570.17,Saudi Arabia,2023-02-11,2023-02-13
306,Mona Fathy,68.0,mona.fathy306@example.com,2024-11-03,502.26,Egypt,2024-11-27,2024-12-07
307,Mona Ibrahim,36.0,mona.ibrahim307@example.com,2023-02-15,424.51,Saudi Arabia,2023-03-04,2023-03-10
308,Mohamed Kamal,59.0,mohamed.kamal308@example.com,2024-05-05,656.8,UAE,2024-05-30,2024-06-02
309,Sara Kamal,39.0,sara.kamal309@example.com,2023-02-07,284.89,Saudi Arabia,2023-02-13,2023-02-14
310,Nour Hassan,51.0,nour.hassan310@example.com,2023-11-20,471.27,Saudi Arabia,2023-12-06,2023-12-13
311,Tarek Kamal,66.0,tarek.kamal311@example.com,2023-09-17,794.71,Egypt,2023-10-11,2023-10-15
312,Omar Adel,26.0,omar.adel312@example.com,2023-02-18,505.29,Saudi Arabia,2023-02-26,2023-02-28
313,Mona Nasser,43.0,mona.nasser313@example.com,2024-02-14,577.19,Jordan,2024-03-13,2024-03-20
314,Mona Ibrahim,64.0,mona.ibrahim314@example.com,2024-05-23,680.7,Jordan,2024-06-03,2024-06-12
315,Omar Ali,47.0,omar.ali315@example.com,2024-03-10,443.14,Egypt,2024-03-23,2024-04-02
316,Mohamed Sami,34.0,mohamed.sami316@example.com,2023-11-25,341.06,Egypt,2023-11-27,2023-12-03
317,Omar Sami,43.0,omar.sami317@example.com,2024-04-01,526.72,Qatar,2024-04-23,2024-04-30
318,Mohamed Kamal,64.0,mohamed.kamal318@example.com,2023-12-26,505.35,Jordan,2023-12-27,2024-01-02
319,Dina Nasser,39.0,dina.nasser319@example.com,2023-10-09,615.31,Egypt,2023-10-11,2023-10-18
320,Mona Ibrahim,31.0,mona.ibrahim320@example.com,2023-02-01,382.95,UAE,2023-02-28,2023-03-10
321,Yara Hassan,41.0,yara.hassan321@example.com,2023-05-10,462.06,Egypt,2023-05-17,2023-05-23
322,Mona Nasser,68.0,mona.nasser322@example.com,2024-08-03,519.12,Egypt,2024-08-22,2024-08-25
323,Yara Adel,,yara.adel323@example.com,2024-01-16,630.03,Jordan,2024-02-09,2024-02-11
324,Dina Ibrahim,60.0,dina.ibrahim324@example.com,2024-06-26,570.66,Saudi Arabia,2024-07-08,2024-07-14
325,Omar Fathy,64.0,omar.fathy325@example.com,2023-04-27,324.53,Egypt,2023-05-20,2023-05-23
326,Yara Nasser,42.0,yara.nasser326@example.com,2024-07-29,251.14,Egypt,2024-08-06,2024-08-11
327,Yara Fathy,54.0,yara.fathy327@example.com,2024-09-18,538.99,Saudi Arabia,2024-10-10,2024-10-18
328,Nour Ali,34.0,nour.ali328@example.com,2023-05-19,306.34,Egypt,2023-06-02,2023-06-05
329,Yara Ali,56.0,,2024-11-29,511.29,Saudi Arabia,2024-12-20,2024-12-26
330,Sara Sami,42.0,sara.sami330@example.com,2023-11-04,368.75,UAE,2023-11-26,2023-11-29
331,Mona Fathy,34.0,mona.fathy331@example.com,2023-05-05,447.53,UAE,2023-05-30,2023-06-02
332,Nour Kamal,27.0,nour.kamal332@example.com,2023-01-27,183.4,Saudi Arabia,2023-02-13,2023-02-23
333,Mona Kamal,20.0,,2024-07-18,455.28,UAE,2024-08-06,2024-08-08
334,Sara Sami,53.0,sara.sami334@example.com,2024-02-12,825.93,Jordan,2024-02-28,2024-03-06
335,Khaled Ali,64.0,khaled.ali335@example.com,2023-05-09,560.23,Saudi Arabia,2023-05-29,2023-05-31
336,Yara Kamal,57.0,,2024-11-27,747.04,Qatar,2024-12-08,2024-12-11
337,Tarek Ibrahim,66.0,tarek.ibrahim337@example.com,2023-05-13,198.86,Jordan,2023-05-29,2023-05-30
338,Sara Ibrahim,54.0,sara.ibrahim338@example.com,2023-11-08,660.12,UAE,2023-11-13,2023-11-19
95,Nour Adel,23.0,nour.adel339@example.com,2024-06-15,533.9,Saudi Arabia,2024-07-12,2024-07-14
340,Omar Fathy,62.0,omar.fathy340@example.com,2024-10-12,625.96,Qatar,2024-10-20,2024-10-23
341,Omar Ali,23.0,omar.ali341@example.com,2024-05-29,290.21,UAE,2024-06-16,2024-06-26
342,Mohamed Ibrahim,39.0,mohamed.ibrahim342@example.com,2024-11-05,584.45,Qatar,2024-11-28,2024-12-08
343,Mona Hassan,38.0,mona.hassan343@example.com,2023-01-30,431.28,,2023-01-31,2023-02-10
344,Omar Fathy,21.0,omar.fathy344@example.com,2024-08-08,406.1,Jordan,2024-08-27,2024-08-28
345,Yara Sami,47.0,yara.sami345@example.com,2024-10-19,411.14,Saudi Arabia,2024-11-03,2024-11-07
346,Khaled Sami,48.0,khaled.sami346@example.com,2024-04-09,370.4,Egypt,2024-05-01,2024-05-02
347,Mohamed Kamal,41.0,mohamed.kamal347@example.com,2024-03-01,124.59,Jordan,2024-03-15,2024-03-19
348,Mona Ibrahim,53.0,not-an-email,2023-11-17,602.7,Saudi Arabia,2023-12-10,2023-12-16
349,Khaled Ibrahim,41.0,khaled.ibrahim349@example.com,2024-01-15,464.16,Qatar,2024-02-01,2024-02-03
350,Mona Fathy,45.0,mona.fathy350@example.com,2024-04-22,363.87,Egypt,2024-04-30,2024-05-08
351,Nour Ibrahim,28.0,nour.ibrahim351@example.com,2023-04-10,535.6,Egypt,2023-04-19,2023-04-26
352,Dina Nasser,66.0,dina.nasser352@example.com,2023-09-12,541.04,UAE,2023-10-08,2023-10-14
95,Dina Adel,47.0,dina.adel353@example.com,2023-07-14,575.14,UAE,2023-07-29,2023-08-07
354,Yara Kamal,19.0,yara.kamal354@example.com,2023-11-12,353.37,Jordan,2023-11-12,2023-11-14
355,Khaled Kamal,32.0,khaled.kamal355@example.com,2023-09-04,238.08,UAE,2023-09-22,2023-09-28
356,Ahmed Hassan,62.0,ahmed.hassan356@example.com,2023-10-16,892.5,Jordan,2023-11-04,2023-11-12
357,Omar Hassan,61.0,omar.hassan357@example.com,2023-04-21,363.55,Jordan,2023-04-25,2023-04-30
358,Mona Nasser,37.0,mona.nasser358@example.com,2024-01-10,595.79,Egypt,2024-01-22,2024-01-23
359,Dina Fathy,66.0,dina.fathy359@example.com,2024-01-07,777.05,Qatar,2024-01-16,2024-01-18
360,Khaled Kamal,31.0,khaled.kamal360@example.com,2024-07-17,539.89,,2024-08-12,2024-08-22
361,Dina Ali,55.0,dina.ali361@example.com,2023-05-12,329.13,Egypt,2023-05-24,2023-05-30
362,Mona Adel,53.0,mona.adel362@example.com,2023-05-28,540.16,UAE,2023-06-16,2023-06-25
363,Khaled Hassan,30.0,khaled.hassan363@example.com,2023-02-16,402.22,,2023-02-20,2023-02-26
364,Yara Kamal,67.0,yara.kamal364@example.com,2023-06-02,507.11,Qatar,2023-06-30,2023-07-09
365,Mohamed Adel,27.0,mohamed.adel365@example.com,2024-09-19,799.55,Saudi Arabia,2024-09-24,2024-10-01
366,Dina Sami,19.0,dina.sami366@example.com,2024-08-30,797.6,Saudi Arabia,2024-09-15,2024-09-24
367,Tarek Kamal,30.0,tarek.kamal367@example.com,2024-07-30,412.61,Saudi Arabia,2024-08-14,2024-08-15
368,Mona Adel,54.0,mona.adel368@example.com,2024-11-20,539.14,Egypt,2024-12-03,2024-12-13
369,Omar Hassan,26.0,omar.hassan369@example.com,2024-09-03,579.47,Jordan,2024-09-11,2024-09-21
370,Dina Fathy,41.0,dina.fathy370@example.com,2023-02-22,716.24,Qatar,2023-03-09,2023-03-12
371,Tarek Nasser,55.0,tarek.nasser371@example.com,2023-06-01,234.46,UAE,2023-06-02,2023-06-12
372,Sara Fathy,66.0,sara.fathy372@example.com,2023-01-20,345.11,Jordan,2023-01-30,2023-01-27
373,Mohamed Nasser,22.0,mohamed.nasser373@example.com,2023-07-28,555.67,Jordan,2023-08-13,2023-08-23
374,Yara Hassan,26.0,yara.hassan374@example.com,2023-05-22,409.4,Qatar,2023-05-28,2023-06-06
375,Mona Kamal,51.0,,2024-06-22,573.21,Jordan,2024-07-02,2024-07-05
376,Yara Adel,46.0,yara.adel376@example.com,2024-07-13,737.02,Saudi Arabia,2024-08-03,2024-07-31
377,Dina Kamal,25.0,,2023-07-16,579.79,UAE,2023-07-24,2023-08-02
378,Omar Fathy,47.0,omar.fathy378@example.com,2023-11-01,604.45,Saudi Arabia,2023-11-23,2023-11-27
379,Yara Adel,52.0,yara.adel379@example.com,2024-05-06,559.17,Saudi Arabia,2024-05-23,2024-05-28
380,Omar Ali,31.0,,2024-08-10,436.85,Qatar,2024-08-22,2024-08-29
381,Mona Ibrahim,43.0,mona.ibrahim381@example.com,2023-10-25,458.89,Egypt,2023-11-03,2023-11-05
382,Mona Kamal,59.0,mona.kamal382@example.com,2024-11-02,591.22,Saudi Arabia,2024-11-25,2024-11-22
383,Nour Fathy,42.0,nour.fathy383@example.com,2024-07-05,8800.0,Saudi Arabia,2024-08-03,2024-08-12
384,Omar Ibrahim,,,2023-04-22,786.05,Qatar,2023-05-15,2023-05-25
385,Nour Fathy,31.0,nour.fathy385@example.com,2023-02-21,537.53,Qatar,2023-02-28,2023-03-04
386,Ahmed Ali,50.0,ahmed.ali386@example.com,2024-02-28,620.86,Saudi Arabia,2024-03-21,2024-03-29
387,Sara Ibrahim,,sara.ibrahim387@example.com,2023-01-06,799.71,Qatar,2023-02-04,2023-02-07
388,Khaled Kamal,34.0,khaled.kamal388@example.com,2024-05-03,263.07,UAE,2024-05-27,2024-06-01
389,Mona Sami,50.0,mona.sami389@example.com,2024-10-23,603.02,Egypt,2024-11-21,2024-11-23
390,Dina Fathy,57.0,dina.fathy390@example.com,2024-07-01,149.06,Egypt,2024-07-30,2024-08-02
391,Khaled Ibrahim,57.0,khaled.ibrahim391@example.com,2023-02-07,367.28,Jordan,2023-03-04,2023-03-12
392,Mohamed Sami,23.0,mohamed.sami392@example.com,2023-02-08,543.04,Egypt,2023-02-17,2023-02-27
393,Dina Ali,20.0,dina.ali393@example.com,2023-12-10,278.21,Saudi Arabia,2023-12-24,2024-01-02
394,Tarek Kamal,69.0,test@,2023-05-18,671.56,Qatar,2023-06-01,2023-06-06
395,Nour Ali,32.0,nour.ali395@example.com,2023-12-05,498.09,UAE,2023-12-28,2024-01-05
396,Omar Ibrahim,47.0,omar.ibrahim396@example.com,2023-01-15,658.16,Saudi Arabia,2023-02-09,2023-02-14
397,Dina Fathy,56.0,dina.fathy397@example.com,2023-06-29,624.22,Qatar,2023-07-26,2023-08-02
398,Khaled Adel,44.0,khaled.adel398@example.com,2023-03-30,651.48,Jordan,2023-04-20,2023-04-22
399,Mohamed Ibrahim,50.0,mohamed.ibrahim399@example.com,2024-05-03,510.73,Saudi Arabia,2024-06-01,2024-06-05
400,Ahmed Sami,27.0,,2024-01-28,428.35,UAE,2024-02-11,2024-02-16
401,Mona Sami,unknown,mona.sami401@example.com,2024-08-19,447.87,Qatar,2024-08-19,2024-08-24
402,Mona Fathy,55.0,mona.fathy402@example.com,2023-03-05,624.37,Egypt,2023-03-19,2023-03-24
403,Mohamed Nasser,30.0,mohamed.nasser403@example.com,2024-05-29,459.52,Saudi Arabia,2024-06-20,2024-06-22
404,Omar Adel,46.0,omar.adel404@example.com,2024-09-21,353.19,UAE,2024-09-28,2024-10-01
405,Yara Ibrahim,25.0,yara.ibrahim405@example.com,2024-04-10,435.89,Qatar,2024-04-21,2024-04-28
406,Tarek Kamal,29.0,hello world@x.com,2024-07-04,417.1,UAE,2024-07-28,2024-08-01
407,Dina Ali,62.0,dina.ali407@example.com,2024-06-22,630.44,Jordan,2024-07-08,2024-07-14
408,Sara Ali,,sara.ali408@example.com,2023-03-05,703.35,Qatar,2023-04-02,2023-04-11
409,Nour Ibrahim,53.0,nour.ibrahim409@example.com,2023-06-18,255.17,Saudi Arabia,2023-07-15,2023-07-24
410,Yara Ali,22.0,yara.ali410@example.com,2024-11-27,542.14,UAE,2024-12-19,2024-12-29
411,Yara Ali,37.0,yara.ali411@example.com,2024-06-06,233.19,Jordan,2024-07-01,2024-07-02
412,Yara Ibrahim,64.0,yara.ibrahim412@example.com,2024-06-09,724.41,Jordan,2024-06-23,2024-07-03
413,Ahmed Kamal,43.0,ahmed.kamal413@example.com,2024-11-19,527.08,Saudi Arabia,2024-12-12,2024-12-13
414,Khaled Sami,42.0,khaled.sami414@example.com,2023-01-04,896.54,UAE,2023-01-22,2023-01-24
415,Ahmed Nasser,50.0,ahmed.nasser415@example.com,2023-12-19,516.41,Egypt,2024-01-05,2024-01-06
416,Sara Kamal,,sara.kamal416@example.com,2023-02-02,608.86,Saudi Arabia,2023-02-15,2023-02-18
417,Mohamed Nasser,22.0,@missinguser.com,2024-01-19,532.53,Jordan,2024-02-02,2024-02-09
418,Khaled Ali,59.0,khaled.ali418@example.com,2024-11-30,566.32,Qatar,2024-12-04,2024-12-10
419,Sara Ibrahim,66.0,sara.ibrahim419@example.com,2024-07-04,782.3,Jordan,2024-07-20,2024-07-23
420,Nour Hassan,68.0,nour.hassan420@example.com,2023-01-24,701.81,Saudi Arabia,2023-02-07,2023-02-16
421,Khaled Nasser,46.0,,2023-08-24,405.89,UAE,2023-09-07,2023-09-13
422,Mohamed Sami,53.0,mohamed.sami422@example.com,2023-07-13,425.69,Egypt,2023-07-14,2023-07-21
423,Dina Hassan,40.0,dina.hassan423@example.com,2023-09-04,880.8,UAE,2023-09-06,2023-09-08
424,Dina Hassan,38.0,dina.hassan424@example.com,2024-04-02,578.59,Qatar,2024-04-23,2024-04-24
425,Nour Hassan,64.0,nour.hassan425@example.com,2024-02-16,476.3,Jordan,2024-02-23,2024-03-03
426,Nour Hassan,,nour.hassan426@example.com,2023-05-24,435.97,Qatar,2023-06-02,2023-06-06
427,Dina Adel,43.0,dina.adel427@example.com,2024-08-14,348.18,Qatar,2024-09-07,2024-09-13
428,Nour Sami,42.0,nour.sami428@example.com,2023-05-27,251.77,Qatar,2023-06-03,2023-06-10
429,Omar Sami,43.0,omar.sami429@example.com,2023-03-04,465.52,Qatar,2023-04-03,2023-04-13
430,Mohamed Nasser,35.0,,2024-07-23,594.22,Jordan,2024-07-24,2024-07-30
431,Khaled Adel,44.0,khaled.adel431@example.com,2024-03-02,449.63,Jordan,2024-03-06,2024-03-11
432,Khaled Ibrahim,60.0,khaled.ibrahim432@example.com,2024-07-04,750.35,Jordan,2024-07-11,2024-07-15
433,Omar Ibrahim,61.0,omar.ibrahim433@example.com,2024-04-19,471.36,Egypt,2024-05-06,2024-05-13
434,Khaled Ibrahim,,khaled.ibrahim434@example.com,2024-02-02,546.95,,2024-02-10,2024-02-14
435,Mona Ali,24.0,mona.ali435@example.com,2024-04-05,655.82,Saudi Arabia,2024-04-07,2024-04-16
436,Nour Hassan,60.0,nour.hassan436@example.com,2023-10-02,395.27,Jordan,2023-10-23,2023-11-02
437,Dina Hassan,39.0,dina.hassan437@example.com,2023-03-16,399.13,UAE,2023-04-10,2023-04-20
438,Tarek Fathy,66.0,tarek.fathy438@example.com,2024-05-05,401.73,UAE,2024-06-01,2024-06-07
439,Omar Hassan,24.0,omar.hassan439@example.com,2023-08-05,494.44,UAE,2023-09-04,2023-09-06
440,Yara Fathy,37.0,yara.fathy440@example.com,2024-09-10,564.42,UAE,2024-09-22,2024-09-26
441,Tarek Adel,39.0,tarek.adel441@example.com,2023-10-17,886.0,Jordan,2023-10-31,2023-11-09
442,Mona Sami,30.0,mona.sami442@example.com,2023-09-25,508.88,Saudi Arabia,2023-10-11,2023-10-19
443,Yara Ali,47.0,yara.ali443@example.com,2024-04-25,382.62,Saudi Arabia,2024-05-24,2024-05-28
444,Mona Adel,36.0,mona.adel444@example.com,2024-02-28,601.14,,2024-03-17,2024-03-21
445,Mohamed Hassan,49.0,mohamed.hassan445@example.com,2023-09-25,838.47,Qatar,2023-10-24,2023-11-03
446,Dina Nasser,46.0,dina.nasser446@example.com,2023-10-30,413.96,UAE,2023-11-05,2023-11-11
447,Nour Nasser,47.0,nour.nasser447@example.com,2024-08-06,545.47,UAE,2024-08-21,2024-08-30
448,Mona Sami,200,mona.sami448@example.com,2024-05-15,674.98,Jordan,2024-05-29,2024-06-01
449,Mona Ibrahim,31.0,mona.ibrahim449@example.com,2023-05-24,535.22,Qatar,2023-06-08,2023-06-05
450,Tarek Hassan,45.0,tarek.hassan450@example.com,2024-06-20,772.7,Egypt,2024-07-16,2024-07-18
451,Ahmed Hassan,66.0,ahmed.hassan451@example.com,2024-02-27,686.91,UAE,2024-03-24,2024-03-28
452,Sara Ibrahim,21.0,,2023-01-10,188.99,UAE,2023-01-26,2023-02-03
453,Mona Hassan,18.0,,2024-09-24,414.84,Qatar,2024-10-23,2024-10-31
454,Yara Hassan,20.0,yara.hassan454@example.com,2023-01-07,466.77,Qatar,2023-01-24,2023-01-31
455,Ahmed Hassan,49.0,ahmed.hassan455@example.com,2024-06-26,577.07,Saudi Arabia,2024-07-13,2024-07-18
456,Ahmed Nasser,51.0,ahmed.nasser456@example.com,2023-07-03,455.85,Egypt,2023-08-01,2023-08-03
457,Tarek Ibrahim,50.0,tarek.ibrahim457@example.com,2023-09-04,640.35,UAE,2023-09-23,2023-10-02
95,Omar Adel,18.0,omar.adel458@example.com,2023-10-01,690.73,Jordan,2023-10-03,2023-10-09
459,Khaled Kamal,20.0,khaled.kamal459@example.com,2024-08-01,-500.0,UAE,2024-08-23,2024-08-27
460,Omar Ali,25.0,omar.ali460@example.com,2024-10-31,330.64,Egypt,2024-11-02,2024-11-09
461,Khaled Nasser,64.0,khaled.nasser461@example.com,2024-07-19,644.42,Jordan,2024-07-20,2024-07-21
462,Mohamed Ali,45.0,mohamed.ali462@example.com,2024-05-26,525.88,Jordan,2024-06-15,2024-06-21
463,Dina Ali,64.0,dina.ali463@example.com,2024-06-24,629.29,Egypt,2024-07-01,2024-07-05
464,Dina Kamal,41.0,dina.kamal464@example.com,2023-10-05,593.51,Egypt,2023-11-03,2023-11-05
465,Omar Hassan,31.0,omar.hassan465@example.com,2023-07-03,687.47,Saudi Arabia,2023-07-03,2023-07-07
466,Dina Ibrahim,33.0,dina.ibrahim466@example.com,2024-02-12,563.05,Egypt,2024-02-21,2024-02-24
467,Dina Fathy,21.0,dina.fathy467@example.com,2024-08-03,246.01,Jordan,2024-08-24,2024-09-02
468,Mona Nasser,35.0,mona.nasser468@example.com,2023-05-24,364.92,Egypt,2023-06-09,2023-06-15
469,Ahmed Ali,24.0,ahmed.ali469@example.com,2024-03-23,704.47,UAE,2024-04-18,2024-04-20
470,Mona Nasser,N/A,mona.nasser470@example.com,2023-12-01,615.49,Egypt,2023-12-21,2023-12-26
471,Yara Kamal,36.0,yara.kamal471@example.com,2023-08-22,705.11,Saudi Arabia,2023-09-08,2023-09-15
472,Khaled Ibrahim,18.0,khaled.ibrahim472@example.com,2024-11-27,643.74,Qatar,2024-12-18,2024-12-25
473,Sara Sami,64.0,sara.sami473@example.com,2023-09-10,275.2,Egypt,2023-09-12,2023-09-17
474,Mohamed Nasser,,mohamed.nasser474@example.com,2024-10-11,670.87,UAE,2024-11-03,2024-11-10
475,Mona Adel,20.0,mona.adel475@example.com,2023-04-20,266.51,Egypt,2023-04-20,2023-04-25
476,Yara Adel,22.0,yara.adel476@example.com,2023-10-04,590.9,Egypt,2023-10-08,2023-10-10
477,Mohamed Nasser,54.0,x@y,2024-04-04,687.0,Qatar,2024-04-21,2024-04-30
478,Khaled Ali,51.0,khaled.ali478@example.com,2023-01-27,174.52,Egypt,2023-02-07,2023-02-16
479,Sara Adel,61.0,sara.adel479@example.com,2024-01-30,446.75,Egypt,2024-02-08,2024-02-15
480,Khaled Ali,47.0,khaled.ali480@example.com,2024-07-26,538.62,UAE,2024-08-13,2024-08-22
481,Mohamed Nasser,63.0,mohamed.nasser481@example.com,2023-06-23,299.86,UAE,2023-07-01,2023-07-06
482,Omar Kamal,67.0,omar.kamal482@example.com,2023-05-30,481.78,Egypt,2023-06-04,2023-06-11
483,Omar Nasser,68.0,omar.nasser483@example.com,2023-11-03,755.21,Jordan,2023-11-28,2023-11-30
484,Mona Sami,19.0,mona.sami484@example.com,2023-09-10,513.15,Jordan,2023-09-29,2023-10-09
485,Nour Kamal,62.0,nour.kamal485@example.com,2023-04-20,296.25,UAE,2023-04-29,2023-04-30
486,Khaled Adel,39.0,khaled.adel486@example.com,2024-09-27,429.58,Jordan,2024-10-22,2024-10-28
487,Yara Adel,60.0,yara.adel487@example.com,2024-03-16,343.33,Qatar,2024-03-20,2024-03-25
488,Mona Fathy,46.0,mona.fathy488@example.com,2024-05-05,466.64,Saudi Arabia,2024-05-10,2024-05-17
489,Mona Sami,62.0,mona.sami489@example.com,2024-10-10,665.45,Jordan,2024-11-09,2024-11-19
490,Nour Adel,23.0,nour.adel490@example.com,2024-01-21,672.71,Saudi Arabia,2024-02-16,2024-02-23
491,Mona Ali,35.0,mona.ali491@example.com,2024-07-31,702.01,UAE,2024-08-18,2024-08-27
492,Mohamed Hassan,58.0,mohamed.hassan492@example.com,2024-04-17,519.02,UAE,2024-05-01,2024-05-06
493,Sara Nasser,55.0,sara.nasser493@example.com,2024-11-20,477.7,Jordan,2024-11-24,2024-11-29
494,Nour Sami,55.0,nour.sami494@example.com,2024-11-05,398.11,UAE,2024-11-27,2024-12-04
495,Khaled Ali,29.0,khaled.ali495@example.com,2024-04-04,538.4,Qatar,2024-04-19,2024-04-29
